emp_ID,emp_Name,emp_Size
2285102,Clutch (Canada),1-50
3082897,Project Management Connection,-1-0
347374,ArcTouch,51-200
1034844,Sirius People,1-50
1808598,Trade Links International,201-500
935975,Truecaller,201-500
2010054,Navartis,51-200
1274138,Minus Forty Technologies,51-200
1458373,Epikso,1-50
271531,Advent Engineering Services,51-200
39016,Terma,501-1000
533847,LinksLine IT,1-50
2989874,DEVOPsolution,-1-0
977544,Dezire Technologies,1-50
1063517,Clientis,501-1000
16506,Moneris,1001-5000
1337307,XITASO,1-50
2701667,Equalis,-1-0
354537,Edenred,5001-10000
486351,Davy,501-1000
604002,Faith Recruitment,1-50
1328573,AU10TIX,51-200
3981,E.ON,10000--1
158129,Technische Universität Dresden,1001-5000
3088846,Axa Corporate Solutions Services,-1-0
2379305,Formative Search,1-50
885982,Sinar Mas Group,10000--1
1164117,tispr,1-50
318794,Lookout,201-500
1669082,MoneyMatch,1-50
1102519,UiPath,1001-5000
13436,Acuity Brands,5001-10000
783596,The Center for Client Retention,51-200
2088283,Epiroc,10000--1
5975,99 Cents Only,10000--1
948128,Robotron Datenbank-Software,201-500
8678,SABIC,10000--1
2852382,PACE HOLDING LIMITED,-1-0
1759690,Hudson,501-1000
3071623,I2U  Solutions,-1-0
10233,Smith & Nephew,10000--1
1369971,Shift Technology,201-500
1979057,Epidemic Sound,51-200
2569266,HOOKIPA Pharma,51-200
42129,Mondial Assistance,10000--1
651801,Mac Group,51-200
656587,Optoro,51-200
639447,Smals,1001-5000
1343909,finder,201-500
131674,Freedom Financial Network,1001-5000
419158,BJSS,1001-5000
2393909,Sterblue,1-50
746270,Base2 Engineering,1-50
1278958,Pulsen,501-1000
257471,Symplicity Corporation,51-200
977153,g2 Recruitment,51-200
1194245,Erin Rose Films,1-50
794678,Advanced Regulatory,1-50
18516,Hilti North America,1001-5000
12729,Utac,10000--1
988487,OH Parsons,51-200
5570,Dolby,1001-5000
11978,Kaplan,5001-10000
1082079,Therefore Interactive,1-50
3765,BMO Financial Group,10000--1
2970743,Ghella Abergeldie Joint Venture,-1-0
1895613,Vye,1-50
12926,Rohde & Schwarz,10000--1
1278642,Clippings,51-200
38054,Awin,1001-5000
1457710,ProEnlist,1-50
4053,Candelis,1-50
1066773,Signet,1-50
834428,Kalibrr,1-50
961574,Expert System,51-200
1237,BBVA,10000--1
2528945,Inventhys,1-50
687983,NTT DATA FA Insurance Systems,201-500
223565,University of NSW,5001-10000
1022578,Epsilon Telecommunications,51-200
646397,Search Network,1-50
242149,Nubank (Texas),51-200
1755418,KAL,51-200
3049872,Accountancy Connect,-1-0
526427,Ross University,51-200
723155,Volt (Europe),51-200
2547111,Blickfeld,51-200
1160609,HilverZorg,501-1000
2497220,Bright Machines,201-500
7852,Edelman Financial Engines,1001-5000
987709,VGZ,1001-5000
299458,Partners in Health,10000--1
3053371,Astorium,-1-0
6879,Autoliv,10000--1
503467,Pinterest,1001-5000
713187,Sphinix Network Solutions,1-50
40648,Fnac,10000--1
359434,Zscaler,1001-5000
1854492,MIcompany,51-200
225034,NICE Actimize,501-1000
25937,SIG Holding,51-200
518881,Celon Laboratories Limited,201-500
1308414,Multi Support,51-200
509689,Quick Heal,1001-5000
341173,Axelon,501-1000
14089,Philips Lighting,10000--1
547270,Motion Global,51-200
1588330,Meat&More  ,-1-0
2554757,IT Resources (China),51-200
278419,Universal Service Administrative Company,201-500
1679458,LMH Engineering,51-200
1183628,Kramer & Crew,51-200
1301677,Kite Pharma,1001-5000
1690575,Esha IT,1-50
1073875,ANVA,51-200
1438731,Careem,1001-5000
3074856,Listopro,-1-0
394648,Sojern,501-1000
1333136,P4P Agency,1-50
823472,AMARO,201-500
781365,Nexialog,51-200
1552105,Anaya,1-50
2297885,Kee Wah Bakery,51-200
196229,Deutsches Krebsforschungszentrum,1001-5000
22463,Perfetti Van Melle,51-200
809755,Caritas Bianchi College of Careers,51-200
697973,Xaxis,1001-5000
2935645,SMST Designers & Constructors,-1-0
21229,ForeSee,201-500
1103204,RinggitPlus.com,51-200
28438,Jivaro Group,1-50
1977675,Fortanix,1-50
2608447,Information Technologies Consultant Home,-1-0
1389602,Ackcezione' Technologies,-1-0
145045,University of Queensland,5001-10000
1661454,T and G Global,501-1000
2891909,Zell-V Wellness Hub,-1-0
561834,Perion Network,201-500
609533,Joe Fresh,5001-10000
2212421,Formulate,1-50
4141,Loblaw Companies,10000--1
220190,CTE,201-500
1696146,Third Republic,1-50
932229,Hofmann Menü-Manufaktur,501-1000
1027878,Luno,201-500
1023841,Qliro Group ,501-1000
2058466,nice Neotech Medical Systems,1-50
235979,First Tech Federal Credit Union,1001-5000
1110320,CoreTalents,1-50
194732,Copenhagen university,-1-0
142583,Department for Work And Pensions,10000--1
12799,Julius Bär,5001-10000
414579,Valiram Group,1001-5000
7116,Carlson Wagonlit Travel,10000--1
2156306,Quantum Mob,1-50
2994728,de Volksbank,-1-0
359977,Saavn,201-500
1582,Lam Research,10000--1
18125,Bruker,5001-10000
1393712,Strabus Software Solutions,1-50
1435386,Power Partners(Singapore),51-200
2999431,DYLN Inspired,-1-0
2351157,Star Trace,1-50
38998,AlmavivA,1001-5000
427101,TechNet,1-50
827495,Planet,201-500
491174,Open Systems,201-500
480897,aAdvantage Consulting,1-50
597828,Easyfairs,501-1000
1051287,Adomik,1-50
4241,ResMed,5001-10000
3014074,eCloudvalley,201-500
1617479,Umana,10000--1
297627,Just Energy,1001-5000
541678,Ambatovy,1001-5000
464522,Burke E Porter Machinery Company,51-200
815688,Indian Institute of Technology Indore,201-500
746254,SolarEdge Technologies,201-500
376548,Ramboll,10000--1
338388,Forrest Solutions,1001-5000
1008750,Redlily.com,1-50
601822,NTT DATA Deutschland,1001-5000
2411366,dotLinkers,1-50
1312790,Hong Kong R&D Centre for Logistics and Supply Chain Management Enabling Technologies,51-200
2250424,indus.ai,1-50
1586952,kumparan,51-200
2027611,AnswerIQ,1-50
21155,Duck Creek Technologies,1001-5000
3076796,Mangkubumi,-1-0
9711,Agilent Technologies,10000--1
1166660,SINTEC Informatik,51-200
2602753,Betagy,1-50
2881162,ExcelRedstone,-1-0
466462,SUSE,1001-5000
2119788,Cosmonaut Technologies,1-50
39414,Tempo-Team,10000--1
564232,XP Inc.,1001-5000
1106586,Begear,1-50
8654,Dice,201-500
10735,Givaudan,10000--1
580885,Sports Board Punjab,51-200
268560,Amobee,501-1000
1736285,Lemonade,201-500
1147657,Artes Group,501-1000
8550,Aggreko,1001-5000
3522,Canon,10000--1
1156650,Vezeeta,201-500
351140,Cleary Building Corp.,501-1000
8955,Johnson Electric,10000--1
42575,Bank of Canada,1001-5000
3077992,Maxwell Personal- & Kaderselektion,-1-0
701933,Concord Blue,1-50
2881349,HyGear,-1-0
1019852,Ogury,201-500
432989,QuEST Global,10000--1
692679,NSW Government,501-1000
577142,Noble Systems,201-500
1095362,PicCollage,1-50
1114630,Fortnox,1-50
3896,SGK,1001-5000
1642529,Open Learning Exchange (MA),1-50
2190194,Alef Education,201-500
971044,Huuuge Games,51-200
826283,WeSupport,201-500
18702,Millward Brown,1001-5000
1029338,Weischer.Solutions,51-200
30000,Liberty Tax Service,201-500
1344000,Jobber,51-200
241045,Two Sigma,1001-5000
1566057,Clearbanc,51-200
671946,Snap,1001-5000
764395,deltatre,501-1000
1824266,Helix Collective,1-50
100815,Intrasoft International,501-1000
263938,Coface North America Insurance,51-200
16369,Alvarez & Marsal,1001-5000
5674,NICE,5001-10000
2864702,AFLOFARM Farmacja Polska,-1-0
1107223,Monitor personeelsadvies,1-50
2902294,Klarrio,51-200
1420225,Talentschmiede,51-200
1185131,Lernia,1001-5000
2886,Mars,10000--1
1381935,Dancom Group,1-50
1671799,Advertima,1-50
9404,Quest Software,1001-5000
3074253,Ada. National College for Digital Skills,1-50
13923,Maserati,1001-5000
10689,Deutsche Bahn,10000--1
2877086,Wadhwani Institute for Artificial Intelligence,-1-0
2390726,International Visa Services Europe GmbH,1-50
2567027,Ascendis Pharma,51-200
1021699,SO1,1-50
1261763,Alpha-Omega Training and Compliance,1-50
746019,Hong Kong Baptist University,1001-5000
2938019,Lendify,-1-0
645547,Autovista Group,501-1000
1033247,Optiv,1001-5000
1641040,Venturenix,1-50
765065,ESPO,201-500
1366862,innogy,10000--1
40852,Ptcl,10000--1
2862310,Gunn Talent,-1-0
1710,Northern Trust,10000--1
3010012,KDM Force,-1-0
8591,Arla Foods UK,1001-5000
1361003,Pragma,201-500
1646026,Publicis Sapient,10000--1
1126488,ASENIUM CONSULTING AND OUTSOURCING SOLUTIONS,1-50
2962224,Trell Technologies,-1-0
2032605,ClickIQ,1-50
1043560,Smile Direct Club,5001-10000
2478854,BMW Krishna Automobiles,201-500
705583,Venatore,1-50
1119932,RRC Power Solutions,51-200
1525568,Trends Net,1-50
30914,Transcom WorldWide,10000--1
752824,Byteworks,1-50
2096357,Aylien,1-50
1308264,KN Systèmes,1-50
413709,FreshBooks,201-500
2009642,Newslaundry,1-50
2879858,Dyflexis,-1-0
2319858,GlobeSoft,1-50
1002967,Café Bazaar,51-200
885073,The HSC Health Care System,501-1000
644241,QLOC,201-500
261416,Cato Research,51-200
1107276,RGI Group,501-1000
1859384,Meteorsoft,1-50
506564,Food Concepts,1001-5000
1653437,Peppermint Technology,51-200
1813264,Eyesight,51-200
42403,Técnicas Reunidas,1001-5000
998983,Algolia,201-500
24221,Hill International,1001-5000
1048584,Vereinigte Wirtschaftsdienste,201-500
954292,Index Exchange,201-500
1162247,Constellis,10000--1
2360488,Alexander James,1-50
1316135,ORBIT IT-Solutions,51-200
1383295,Vibrato,1-50
1426065,RecordPoint,51-200
9088,thyssenkrupp,10000--1
41925,Travelport,1001-5000
1183435,Exozet,51-200
135208,AB ÅF,1001-5000
547080,Danish Refugee Council,5001-10000
2103433,IT Alliance (AU),1-50
30042,CyberArk,1001-5000
2868362,SimoTech,-1-0
2246161,Custom,1-50
796637,Vivid Resourcing,1-50
3055028,BD Select,-1-0
1311059,KI performance,1-50
930168,Gruppo SCAI,1001-5000
2029759,Quast,1-50
1001978,Nestaway Technologies,201-500
2972444,MBCO,-1-0
6135,ANSYS,1001-5000
3048112,Business Performance Group,1-50
319986,Impact,201-500
3001741,Fixposition,-1-0
2497931,Precision Agriculture for Development,1-50
1008587,DevelopEx,51-200
2154024,Snapplify,1-50
553909,HCL Technologies,10000--1
1508182,QuantumBlack,201-500
1164148,Connect People,1-50
894651,Crédit Mutuel Arkea,5001-10000
536483,Webrecruit,1-50
251362,Hunter Technical Resources,201-500
518113,Alila Hotels & Resorts,201-500
487395,AMK Technology,201-500
1351757,De Hoop ggz,501-1000
2960089,Sardar Patel Institute of Technology,1001-5000
1257994,ATLAS TITAN,1-50
1275822,Rai University,501-1000
974,Pall,10000--1
257996,Institute for Clinical Evaluative Sciences,51-200
919121,Ilegra,51-200
3605,Black & Veatch,10000--1
32340,Oetker Group,10000--1
3071717,Humanistix,-1-0
1009549,Links International,51-200
825498,Trek 2000 International,51-200
1036988,Ascension,10000--1
3053695,Automation Hero,-1-0
782323,ConSol Partners,-1-0
2912985,Nawah Energy Company,-1-0
2007480,SpotIT,1-50
1792467,Taiger,51-200
27893,Cooper Farms,1001-5000
858989,Musement,51-200
1311049,Fortes Solutions,1-50
1060946,G4 Global Partners,51-200
856481,Project Resource,1-50
421631,News Corp Australia,5001-10000
1139514,Hotmart,501-1000
595522,Tipico,1001-5000
511498,The Serai,5001-10000
2977770,Mobiento,-1-0
20320,Altair Engineering,1001-5000
360000,JBT,5001-10000
2977979,INFIMA,-1-0
6316,Microvision,51-200
949927,Rubikloud Technologies,51-200
2903744,Qabas Tech,-1-0
1902911,Shackleton Duke,1-50
2371223,Info Technology Supply,51-200
2979396,MindPec Solutions,1-50
1029083,eviCore healthcare,1001-5000
975202,Cabify,1001-5000
1040717,Picnic,51-200
1546370,Ganit Softech,1-50
1074479,E. den Dekker,-1-0
280557,GENEWIZ,501-1000
266269,Unical Aviation,501-1000
3033746,Nezasa,51-200
1774936,BI Experts,1-50
1552466,LVD Strippit,501-1000
2940380,SOFTGLOB,-1-0
740087,InSites Consulting,51-200
472026,FPT Software,10000--1
11069,lastminute.com Group,1001-5000
943418,Moncler,1001-5000
2991921,Alchemy Information Systems,-1-0
1315965,Chrono24,201-500
1943621,Juvo,51-200
1152646,Schwarz Dienstleistung,1001-5000
575915,Summit Media (UK),51-200
1643255,Lilium,201-500
175355,Ishi Systems,1-50
238702,Questrade,201-500
442090,BGP International,-1-0
1841853,Infinite Talents,1-50
118246,Simon-Kucher & Partners,1001-5000
548930,Cryptex Technologies,51-200
2911701,Carla Car Rental,-1-0
1336266,Ahead Group,51-200
354164,Hydrogen Group plc,201-500
725019,monday.com,201-500
1827391,Xerindo,501-1000
220167,Intertec Systems,501-1000
421575,Sofrecom,1001-5000
324360,EDF,10000--1
1109044,FWD Group Management Holding,1001-5000
927106,Waagner-Biro,1001-5000
692726,Urjanet,51-200
1076084,Triplepro,-1-0
114695,Management Solutions,1001-5000
948396,hmmh multimediahaus,201-500
465670,IKO Industries,1001-5000
1197093,HeyJobs,51-200
151366,INSEAD,501-1000
2914650,Bykea,51-200
1337409,Decom Technology People,51-200
263949,Brown Smith Wallace,201-500
2913248,BigRadar,1-50
1122768,Willis Towers Watson,10000--1
502867,IFFCO,10000--1
2588377,Canary Technologies,1-50
2881918,SiCureMi,1-50
316353,Lufthansa Systems,1001-5000
1151211,Give A Grad A Go,1-50
243542,Rapid7,1001-5000
970665,The Search Company,1-50
813993,Skill,1-50
1571555,Jobs Dynamics,1-50
461086,Unosquare,501-1000
3053275,BANEDANMARK,-1-0
2928201,Upright,1-50
453249,Makati Development,1001-5000
868399,Aquis Search,51-200
1031970,DNAstack,1-50
242470,Systems Plus,501-1000
35131,Cornerstone OnDemand,1001-5000
7745,Philip Morris International,10000--1
15239,RPS Group,5001-10000
1381,Expeditors,10000--1
448515,The George Institute for Global Health,501-1000
1378058,FASHION CLOUD,1-50
718936,Casa Systems,501-1000
964051,Hevo,1-50
10628,FrieslandCampina,10000--1
382972,Systems Evolution,201-500
25435,Rapid Response Monitoring,501-1000
934570,Universitätsklinikum Erlangen,5001-10000
2910905,BOOM SOFTWARE,-1-0
1260522,Naranja,1001-5000
2568465,HUNTING HER,1-50
344495,Samaritan's Purse,1001-5000
416,Lubrizol,10000--1
2322031,HyperVerge,1-50
2866147,Hudoud Alteqnia,-1-0
1258574,FIRST STOP,-1-0
1290875,Diagnal,1-50
430364,Dovre Group,501-1000
382638,Interactive Services,51-200
230068,Tamedia,1001-5000
2339493,Good Folks Coffee,1-50
16679,Medidata Solutions,1001-5000
11463,LivePerson,1001-5000
814272,Equancy,51-200
393513,Kyivstar,1001-5000
1821677,EasyPark Group,201-500
2540172,eHealth4everyone,1-50
26056,Groupe SII,1001-5000
3089391,Blueberry River First Nations,1-50
650303,Harris HMC,51-200
305505,CK Group,1-50
368729,FL3XX,1-50
305397,DSO National Laboratories,1001-5000
659345,Hire Resolve,1-50
244926,iPipeline,501-1000
1113000,consinion,1-50
646579,LBP Service Corp.,5001-10000
487140,Sauder School of Business,51-200
462779,SoundHound,201-500
2379170,Talentreq Partners,1-50
334219,Isobar,5001-10000
3098,Bose,5001-10000
322106,Inmar,1001-5000
2561,Albemarle,5001-10000
679494,Darty,1001-5000
18122,ITWorx,501-1000
934579,Universitätsklinikum Münster,5001-10000
3096,Bloomberg L.P.,10000--1
3084997,Recoordinate,-1-0
1297361,Sky Systems USA,1-50
542469,Imperial County Workforce Development Board,51-200
1310376,BENK PROJECTS,51-200
794709,Boyce Recruitment,1-50
383567,Orbium,501-1000
1551551,Knotel,201-500
26993,Great Eastern,1001-5000
1331518,BDB,51-200
1148422,Exceltic,201-500
1359811,DataExpert Services,1-50
906845,BiZZdesign,51-200
2506066,FEV North America,201-500
918804,Davricourt,201-500
649848,MED-EL,501-1000
491770,Westpac New Zealand,5001-10000
395019,Wawasan Open University,201-500
957725,Coventya,501-1000
1446888,Schmitman Human Resources,1-50
576376,Integrity Express Logistics,201-500
946384,Found People,1-50
5817,IDT,501-1000
2899,MetLife,10000--1
2652000,TM Data,-1-0
806713,William Adams Pty Ltd,501-1000
2955984,Helloways,-1-0
3050191,Abantu Staffing Solutions,-1-0
2161,AGCO,10000--1
4374,Louis Berger,5001-10000
2122901,Creditas (Brazil),1001-5000
1001750,Viber,201-500
1039558,Cho Benn Holback,1-50
32747,Rain Bird,501-1000
3463,BT,10000--1
2948497,Acquaintance Enterprises,1-50
399401,Katoen Natie,10000--1
659983,Delta Controls,201-500
461657,New Relic,1001-5000
1118896,Parts Europe,51-200
2594693,Making Science,51-200
423238,SAI Global,1001-5000
2483444,Grupo ZAP,501-1000
2357386,MediaKind,1001-5000
1350220,JACOBS DOUWE EGBERTS,10000--1
730574,Webedia,1001-5000
2127592,Tableau,-1-0
355245,The Butler Did It,201-500
1522830,Mason Alexander,1-50
493127,VAM Systems,51-200
7856,Quicken Loans,10000--1
1661565,Amazing Prospects,1-50
986524,Pro-edge Associates,51-200
1537170,Nested,51-200
1141794,Cosentino,1001-5000
6446,QAD,1001-5000
8874,Bank of America,10000--1
879705,WorkStride,51-200
591640,Greppy Systems,1-50
2438513,ELSA MIFROMA,1001-5000
1273582,Amorelie,1-50
659900,Computer Professionals,201-500
1566506,Returnly,51-200
8333,Lendlease,10000--1
34977,SageGlass,201-500
403421,Capstone Corporation,201-500
385914,Desigual,1001-5000
299363,GMA New Media Inc,51-200
27939,HelloWorld,201-500
626483,Metacube,1-50
2666018,XGEN,-1-0
241218,Plug and Play Tech Center,1-50
293934,Elkem Silicones,1001-5000
15091,HID,1001-5000
700201,Software Improvement Group,51-200
578715,Smartfren,5001-10000
2297138,Ideal Reliance,51-200
242107,Wageningen UR,5001-10000
33262,China Life Insurance,10000--1
2144983,Reposify,1-50
703360,Lomography,51-200
2904061,OmmaSign,-1-0
1384,Fiserv,10000--1
1587054,collect Artificial Intelligence,1-50
743204,ShopRunner,51-200
1185489,Lufthansa Industry Solutions,1001-5000
934296,DEVK Deutsche Eisenbahn Versicherung,1001-5000
1718656,Visca Web,1-50
2898392,iStorm (Belgium),1-50
254781,A*Star,5001-10000
1049574,Ignite Technical Resources,1-50
564072,ALPIQ,10000--1
253626,iSense ICT Professionals,51-200
646,Tenneco,10000--1
38125,Tableau Software,1001-5000
1988051,P4B Group,51-200
1855,PTC,5001-10000
1528023,Fen-Bay Services,1-50
957604,Digital Gurus,51-200
347546,Clever Devices,501-1000
556,RLI,501-1000
2313,Wind River,1001-5000
2443007,Enexus Global,51-200
2293,Intuit,5001-10000
1484901,Black & Grey HR,1-50
714224,GE Digital,1001-5000
3078420,Megan Förg Consulting,-1-0
982653,NN Group,10000--1
1275425,INEA SA,501-1000
10308,KBC,10000--1
1321832,Degroof Petercam,1001-5000
38065,Orpea,10000--1
1907037,ADB Safegate,501-1000
2950385,"Equnix Business Solutions,",-1-0
559110,AL Rajhi Bank Malaysia,501-1000
11499,DTS,201-500
13346,Dr. Reddy's,10000--1
420612,Lone Wolf Technologies,201-500
11441,TransUnion,5001-10000
13586,FleishmanHillard,1001-5000
981,Regeneron Pharmaceuticals,5001-10000
556553,Demo Power Philippines,5001-10000
915780,Born Group,501-1000
981845,Cox Automotive,10000--1
455390,RT-RK,501-1000
3055217,Bright Potentials,-1-0
524129,Arfeen International,51-200
1283188,Giatec Scientific,1-50
18746,Abt Associates,1001-5000
833634,Webpals,201-500
201130,MarkLogic,501-1000
6031,DriveTime Automotive Group,5001-10000
1128718,Coriance,201-500
1338218,ADLIB,1-50
2537877,SIRIUS Partners Group,51-200
734034,CentralReach,51-200
392267,Frontier Software,201-500
2555555,eXperts consulting center,-1-0
631650,Ekimetrics,51-200
426,Marsh & McLennan Companies,10000--1
387167,Westhouse Group,51-200
1063122,AdGear / Samsung Ads,51-200
545569,Active Digital Development,1-50
1630920,States Title,1001-5000
3029659,Persei vivarium,-1-0
987334,Kiwa,501-1000
656498,Riello,1-50
658050,Australian Hearing,1001-5000
243562,Brightcove,501-1000
881607,FIRESOFT Consulting,1-50
3486,KLM,10000--1
659891,La Fosse Associates,51-200
1045153,Proximus,10000--1
197743,WSI,201-500
1011401,Mercari,1001-5000
1149025,RecruitGroup (South Africa),-1-0
634798,DESY,1001-5000
220701,Efficio,201-500
592864,Neo Derm,1001-5000
232083,Expense Reduction Analysts,501-1000
1882615,Intuition Robotics,1-50
2389572,Headsearch21 Consultancy,1-50
636098,delaware,1001-5000
1041851,EVBox,201-500
950390,Addvantum,51-200
551361,National Institute of Medical Science,1001-5000
830757,Mitas Tires North America,51-200
2218163,OneMagnify,201-500
11783,Rackspace,5001-10000
1349280,Emxcel Travel Solutions,51-200
796334,We Are SSG,1-50
464142,Marina Bay Sands,5001-10000
103390,Healthwise,201-500
140120,BGL Group,1001-5000
2306900,OCUS,51-200
7449,Faurecia,10000--1
747,Xerox,10000--1
42434,Melco PBL Entertainment,-1-0
730249,Anses,201-500
457081,Xsis Mitra Utama,51-200
479388,Ministry of Northern Development and Mines,51-200
634958,Excellent HR Concept,1-50
2919886,Lutan Edukasi,-1-0
991633,ST Groupe,51-200
2098626,Renewi,5001-10000
1904867,Or-Quest,1-50
3027255,Finejobs Consultant,1-50
796501,Lyst,51-200
960331,Compare Asia Group,201-500
2019505,Kiratech,1-50
2881569,The1 showroom,-1-0
1063202,Abraxas Informatik,201-500
717007,Fincantieri,5001-10000
2868484,HUPPENKOTHEN,-1-0
2690102,ISS Facility Services,-1-0
1319011,Panda International,1-50
3068149,Flextron Technology,-1-0
4951,Mitek Systems,201-500
1707895,Deerfoot,1-50
720604,Inclusion,1-50
3977,Rabobank,10000--1
429380,ComTrade,1001-5000
2803,Gordon Food Service,10000--1
325773,CRISIL,1001-5000
2444,ARRIS,5001-10000
311309,Jolera IT,51-200
6755,freenet,1001-5000
1618684,iguazio,51-200
364067,Macdonald & Company,51-200
331675,Vita Coco,51-200
2255167,Innovative Management Services,-1-0
424981,FHI 360,1001-5000
926197,Cartrack,501-1000
393180,RAKBANK,1001-5000
31605,Infogain,1001-5000
2377248,S M Software Solutions,-1-0
1516425,Hacktiv8,1-50
1000941,TransIP,51-200
32495,Tampico Beverages,51-200
269861,Skullcandy,201-500
1946101,Acquire,51-200
152824,Acronis,1001-5000
269840,Perk Systems,1-50
2972268,lucia-asuero,-1-0
1736941,AXIS Integrated,1-50
2451369,Asian Aim Service,-1-0
933573,DPV Deutscher Pressevertrieb,501-1000
2886839,Sinfosy,-1-0
911164,LoopMe,51-200
342146,Singapore Management University,201-500
640151,KiwiTech,501-1000
635958,Centre hospitalier universitaire vaudois,10000--1
710040,Oligos Etc.,1-50
553483,Figure Eight,51-200
2431237,Prisma (Germany),1-50
11865,TOPCON,1001-5000
1863822,JiMac.com Services,1-50
455891,Hankyu Hanshin Express,201-500
193384,Riverside Research,501-1000
412909,networx recruitment,51-200
1743759,Prologic  (Israel),51-200
2388253,Classy Wheeler,1-50
694883,EMW,51-200
2970104,KMNR Engineering,1-50
1268911,Guiabolso,51-200
3073213,ABC Technology,201-500
1092036,PathFactory,51-200
1868797,Crimson Education,1001-5000
2981630,Plasmedia,-1-0
1143703,Maplesoft Group,51-200
1101775,Nexus Corporation,51-200
3021552,Replies AI,-1-0
1048437,Smart Motion Robotics,1-50
35348,LRW,201-500
1509149,Free2Move,51-200
1343846,Aquila Capital Concepts,201-500
1788865,DaftCode,51-200
1062286,Philip Lee,-1-0
2799337,Kayak,-1-0
214634,NRB,501-1000
3450,WEX,1001-5000
2970812,Maslow,1-50
2362986,Hastings District Council,201-500
3382,"Skidmore, Owings & Merrill LLP",1001-5000
1618718,Dev6group,1-50
2866695,ITZU,-1-0
1676317,Alquemy,1-50
2606882,Vonders,-1-0
258993,Gaming Laboratories International,501-1000
1528095,Healx,1-50
425096,Umi,1-50
195844,Peoplebank Australia,1001-5000
41863,Jumeirah,1001-5000
326146,Hong Kong Airlines,1001-5000
393611,Wirtualna Polska,501-1000
37172,Rspca,1001-5000
666763,TEG Analytics,51-200
9380,Realtor.com,1001-5000
2972247,Triangle Shipyard,-1-0
8892,Bacardi,5001-10000
1628825,Telemark,51-200
1415980,Fivetran,51-200
6756,Abercrombie & Fitch,10000--1
3078533,Measured Ability Group Holdings,-1-0
1353085,Between,201-500
5762,Sappi,10000--1
2237061,SunnyFuture Career,1-50
1610828,Weave Services,1-50
149066,IFDS,501-1000
1325378,Consurv Technic,1-50
2786,Fidelity Investments,10000--1
2940184,Raven Petroleum,-1-0
1613426,ConsenSys,1001-5000
2614854,Flexiv,-1-0
621748,KTM,1001-5000
1694500,Microtec (Italy),51-200
572637,Raiffeisen Capital Management,201-500
499732,Advanced Sterilization Products,1001-5000
1888349,Exceed Group,1-50
393992,McGregor Boyall Associates,51-200
1099785,CTI Clinical Trial and Consulting Services,501-1000
690862,Frontiers,201-500
2992292,Agilytic,-1-0
30986,itelligence,201-500
2080,Vertex Pharmaceuticals,1001-5000
1471451,Information Systems Associates,51-200
965971,Hong Kong Productivity Council,501-1000
9979,Autotrader,1001-5000
672428,Biobest,501-1000
16097,Bata,10000--1
3067602,FastSpeed Manpower,-1-0
1334,Alliance One,1001-5000
390667,Waitemata District Health Board,5001-10000
2943008,AP Sensing,-1-0
2871632,in2talenz,-1-0
1089094,AngelList,51-200
3074820,LinkTree Technologies,-1-0
931298,Haufe Group,1001-5000
3764,Corel,501-1000
1896783,"Love, Bonito",51-200
7921,AMP Limited,5001-10000
100288,Invenergy,501-1000
110739,3Shape,1001-5000
341832,GVC Group,10000--1
2362760,J. Powers Recruiting,-1-0
878228,Anghami,1-50
14393,Duff & Phelps,1001-5000
3014161,Listgrove,1-50
2864184,realworld one,-1-0
1308871,Hiya,51-200
3798,Sapiens,1001-5000
1073608,StudySoup,1-50
2977276,Splay One,-1-0
41698,US Institute of Peace,51-200
29837,Kimball Electronics,1001-5000
1381085,QVARTZ,201-500
2679731,Conekta,-1-0
1138857,PRAXI,201-500
660716,Findasense,201-500
867689,China Telecom Americas,51-200
985213,Italconsult,501-1000
3040377,S2M Digital Recruitment,-1-0
1257260,Compricer,51-200
1598105,APS Group,501-1000
3061118,Adequaat Personeel,-1-0
2883105,Liantis,1001-5000
1317460,Raizcorp,51-200
627662,Innogene Kalbiotech,-1-0
396666,Lloyd Agencies,51-200
8090,Intuitive Surgical,5001-10000
2903743,Magnetic Point,-1-0
1136889,OpenClassrooms,51-200
1169187,AMA,1-50
2879895,D&S Process Solutions,-1-0
325704,Access,201-500
499922,Australian Red Cross Blood Service,1001-5000
419744,Naval Group,5001-10000
18192,Andritz,10000--1
7357,Orthofix,501-1000
2781033,Delivery Center,-1-0
1870516,Roboze,1-50
2852073,Betterspace,-1-0
955861,Rubrik,1001-5000
481340,Hot Networkz,1001-5000
8800,Stamps.com,501-1000
2423871,FieldForce Mobile Solutions,1-50
2090328,BigID,51-200
10487,Kerry,10000--1
3072190,Infiniqe Elite Solutions,-1-0
11474,Silvaco,51-200
395502,Goodman Masson,51-200
657370,Progressive Recruitment,1001-5000
1341852,Infinity Works Consulting,201-500
2871240,Etisalat Facilities Management,-1-0
1083875,Roam Creative,51-200
1157321,Feedvisor,51-200
1367381,Medical Trends & Technologies,51-200
2463560,Exyte Group,1001-5000
2359242,Turbo Staff,51-200
2342402,Limehome,51-200
1620838,Preply,51-200
2987358,Quantic Technovations ,1-50
604524,SM Prime Holdings,1001-5000
435197,ROSS VIDEO,501-1000
2508195,Eastech Systems,51-200
933434,Loyalty Partner,501-1000
852810,Gro Intelligence,1-50
152705,Grupo Nacional Provincial,1001-5000
2555962,Ecoation,1-50
596393,IT Connect,1-50
650787,ACT Government,501-1000
230023,AVI Limited,10000--1
